,period,product_name,product_sku,net_sales,gross_margin
4097,365,SET OF 4 POLKADOT COASTERS,#sku_2175,2919.26,74.46
4098,365,BLACK/WHITE GLASS/SILVER BRACELET,#sku_1820,2757.89,2.6
4099,365,LAVENDER INCENSE 40 CONES IN TIN,#sku_1464,2086.58,49.98
4100,365,BLACK LOVE BIRD CANDLE,#sku_348,1943.71,16.37
4101,365,FELTCRAFT DOLL EMILY,#sku_382,1862.95,2.25
4102,365,TUSCAN VILLA DOVECOTE,#sku_3938,1793.1,35.8
4103,365,FAIRY CAKES NOTEBOOK A7 SIZE,#sku_958,1651.9,2.07
4104,365,FLOWER PURPLE CLOCK WITH SUCKER,#sku_3640,1453.25,23.3
4105,365,"ACRYLIC JEWEL ANGEL,PINK",#sku_3761,1396.49,2.0
4106,365,MIA,#sku_3105,1232.79,32.87
4107,365,SPACE CADET RED,#sku_1555,1088.54,34.99
4108,365,DOORKNOB CRACKED GLAZE BLUE,#sku_3578,1072.1,36.86
4109,365,S/4 VALENTINE DECOUPAGE HEART BOX,#sku_393,987.45,19.13
4110,365,FAIRY SOAP SOAP HOLDER,#sku_480,936.11,20.39
4111,365,WHITE WITH BLACK CATS PLATE,#sku_3090,843.33,54.75
4112,365,Thrown away-rusty,#sku_3387,813.81,58.59
4113,365,HANGING CLEAR MINI BOTTLE,#sku_3756,760.85,18.07
4114,365,CRYSTAL DIAMANTE STAR BROOCH,#sku_1317,746.78,20.31
4115,365,DECORATION WHITE CHICK MAGIC GARDEN,#sku_2656,656.1,13.58
4116,365,MURANO STYLE GLASS BRACELET GOLD,#sku_2333,643.2,2.08
4117,365,WHITE CHRYSANTHEMUMS ART FLOWER,#sku_1983,546.55,26.05
4118,365,MILK PAN PINK POLKADOT,#sku_1433,499.45,1.96
4119,365,STRAWBERRY DREAM CHILDS UMBRELLA,#sku_988,485.95,1.97
4120,365,PINK FEATHER CHRISTMAS DECORATION,#sku_2469,458.77,34.71
4121,365,HEN HOUSE DECORATION,#sku_1420,449.32,1.96
4122,365,PARTY TIME DESIGN FLANNEL,#sku_2499,438.96,19.94
4123,365,GROW A FLYTRAP OR SUNFLOWER IN TIN,#sku_2198,431.25,1.96
4124,365,HEART IVORY TRELLIS LARGE,#sku_297,409.29,14.43
4125,365,PINK DRAWER KNOB ACRYLIC EDWARDIAN,#sku_277,380.24,12.86
4126,365,RUSTIC STRAWBERRY JAM POT SMALL,#sku_3765,357.02,25.46
4127,365,COPPER/OLIVE GREEN FLOWER NECKLACE,#sku_1697,346.76,19.05
4128,365,CANDLE PLATE LACE WHITE,#sku_2541,340.89,56.12
4129,365,DRAWER KNOB CRACKLE GLAZE BLUE,#sku_3567,340.83,24.36
4130,365,CUSHION COVER PINK UNION JACK,#sku_1059,335.6,19.22
4131,365,SWEETHEART BIRD HOUSE,#sku_3937,279.2,14.71
4132,365,ANTIQUE GLASS DRESSING TABLE POT,#sku_117,267.55,14.02
4133,365,SET/3 FLORAL GARDEN TOOLS IN BAG,#sku_1744,254.91,65.22
4134,365,LARGE JEWELLERY STAND,#sku_3409,253.31,28.9
4135,365,GROW YOUR OWN PLANT IN A CAN ,#sku_692,235.12,1.86
4136,365,DAISY FOLKART HEART DECORATION,#sku_2792,217.3,19.32
4137,365,CHILDS GARDEN SPADE BLUE,#sku_1472,168.66,21.02
4138,365,BLUE FLOWER DES PURSE,#sku_3157,130.45,2.2
4139,365,BATHROOM SCALES FOOTPRINTS IN SAND,#sku_1807,112.85,22.45
4140,365,BLUE WIRE SPIRAL CANDLE HOLDER,#sku_1980,111.78,3.48
4141,365,wrong barcode (22467),#sku_3137,103.59,41.65
4142,365,AMBER GLASS TASSLE BAG CHARM,#sku_2186,92.89,21.86
4143,365,SWEETHEART WIRE MAGAZINE RACK,#sku_1067,57.78,21.56
4144,365,DUSTY PINK CHRISTMAS TREE 30CM,#sku_2114,37.63,1.63
4145,365,METAL SIGN HIS DINNER IS SERVED,#sku_1765,2863.33,17.36
4146,365,GREEN GOOSE FEATHER CHRISTMAS TREE ,#sku_1722,3326.3,17.16
4147,365,BLUE TEATIME PRINT BOWL ,#sku_1932,3386.29,2.22
4148,365,WHITE  ROSEBUD PEARL BRACELET,#sku_2537,3755.73,1.82
4149,365,FIRE POLISHED GLASS BRACELET GREEN,#sku_2385,3888.59,21.9
4150,365,RUBY GLASS CLUSTER BRACELET,#sku_2431,4042.13,-1.09
4151,365,4 BLUE DINNER CANDLES SILVER FLOCK,#sku_1836,4068.2,23.18
4152,365,4 LILY  BOTANICAL DINNER CANDLES,#sku_2197,4505.46,20.28
4153,365,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,#sku_3297,4908.82,20.85
4154,365,SET OF 6 SPICE TINS PANTRY DESIGN,#sku_2550,5103.57,15.89
4155,365,MEDIUM PINK BUDDHA HEAD ,#sku_2174,5123.86,19.65
4156,365,YELLOW SHARK HELICOPTER,#sku_772,5173.54,16.22
4157,365,missing,#sku_3507,5590.15,26.17
4158,365,FRYING PAN PINK POLKADOT,#sku_1622,5855.5,18.23
4159,365,damages/dotcom?,#sku_3438,5946.98,41.19
4160,365,FIVE CATS HANGING DECORATION,#sku_1219,6521.42,36.55
4161,365,CRAZY DAISY HEART DECORATION,#sku_562,6940.12,11.36
4162,365,PINK GLASS TASSLE BAG CHARM ,#sku_943,7341.29,17.56
4163,365,SMALL SILVER FLOWER CANDLE POT,#sku_1941,7538.23,20.32
4164,365,HOT WATER BOTTLE KEEP CALM,#sku_3777,7869.5,16.68
4165,365,GREEN HEART COMPACT MIRROR,#sku_2519,7882.85,18.58
4166,365,BLACK ORANGE SQUEEZER,#sku_597,8103.13,8.07
4167,365,ICON MUG REVOLUTIONARY,#sku_2979,10068.51,21.91
4168,365,BLUE PAPER PARASOL ,#sku_636,11645.88,15.61
4169,365,Dr. Jam's Arouzer Stress Ball,#sku_1188,15706.08,17.28
4170,365,BLUE POLKADOT PLATE ,#sku_367,19915.68,32.4
4171,365,FOLK FELT HANGING MULTICOL GARLAND,#sku_2430,28588.57,15.05
4172,365,ZINC HEART LATTICE CHARGER LARGE,#sku_2005,61990.12,6.29
4173,365,PINK EASTER HENS+FLOWER,#sku_3631,63945.55,17.05
4174,365,VINTAGE CHRISTMAS TABLECLOTH,#sku_3675,0.0,1.89
4175,365,BOHEMIAN COLLAGE STATIONERY SET,#sku_799,2324.02,11.93
4176,365,LAUNDRY 15C METAL SIGN,#sku_909,2260.81,14.08
4177,365,SET/3 TALL GLASS CANDLE HOLDER PINK,#sku_2226,2171.26,31.56
4178,365,NOVELTY BISCUITS CAKE STAND 3 TIER,#sku_1249,2095.85,47.7
4179,365,PINK NEW BAROQUE FLOCK CANDLESTICK,#sku_2641,1895.48,13.07
4180,365,JET BLACK LAS VEGAS NECKLACE 45CM,#sku_2283,1882.04,33.63
4181,365,FAIRY TALE COTTAGE NIGHT LIGHT,#sku_3798,1545.69,24.49
4182,365,BATHROOM SCALES RUBBER DUCKS,#sku_1912,1371.49,13.81
4183,365,CINNAMON SCENTED VOTIVE CANDLE,#sku_1771,1334.18,14.79
4184,365,BAROQUE BUTTERFLY EARRINGS CRYSTAL,#sku_3637,1267.67,26.27
4185,365,RED HANGING HEART T-LIGHT HOLDER,#sku_59,1213.34,20.32
4186,365,BLACK DROP EARRINGS W LONG BEADS,#sku_2948,1117.43,22.19
4187,365,CLASSICAL ROSE SMALL VASE,#sku_459,1086.59,16.96
4188,365,TURQ ICE CREAM BUM BAG ,#sku_2026,1051.62,10.12
4189,365,DOG LICENCE WALL ART,#sku_3957,922.61,28.99
4190,365,FAIRY CAKES NOTEBOOK A6 SIZE,#sku_956,920.71,12.38
4191,365,GREEN FERN JOURNAL ,#sku_1145,919.06,23.13
4192,365,SUNSET CHECK HAMMOCK,#sku_1986,917.82,33.16
4193,365,DOLLY GIRL CHILDRENS CUP,#sku_3547,892.9,29.37
4194,365,CHARLOTTE BAG ALPHABET  DESIGN,#sku_3231,878.53,27.18
4195,365,QUEEN OF SKIES LUGGAGE TAG,#sku_1639,827.37,12.5
4196,365,Damages/samples,#sku_3716,790.03,21.13
4197,365,JUMBO BAG VINTAGE LEAF,#sku_3348,767.63,20.35
4198,365,RETROSPOT SMALL TUBE MATCHES,#sku_516,697.01,17.49
4199,365,Found,#sku_2728,658.39,30.09
4200,365,BOTTLE BAG RETROSPOT ,#sku_2051,634.48,14.6
4201,365,GIN & TONIC DIET GREETING CARD ,#sku_682,632.15,23.99
4202,365,SCOTTIES DESIGN WASHBAG,#sku_2628,615.92,22.6
4203,365,ALPHABET STENCIL CRAFT,#sku_1367,549.71,27.51
4204,365,SILVER DROP EARRINGS WITH FLOWER,#sku_2669,510.47,19.0
4205,365,SHELF WITH 4 HOOKS HOME SWEET HOME,#sku_3835,480.63,47.97
4206,365,"ACRYLIC HANGING JEWEL,PINK",#sku_3881,477.59,23.68
4207,365,MAGIC DRAWING SLATE SPACEBOY ,#sku_431,451.93,21.24
4208,365,"LETTER ""W"" BLING KEY RING",#sku_2827,411.09,21.15
4209,365,BLUE  VOILE LAMPSHADE,#sku_2802,303.88,25.17
4210,365,HOT WATER BOTTLE TEA AND SYMPATHY,#sku_58,80337.57,17.21
4211,365,WHITE HANGING HEART T-LIGHT HOLDER,#sku_1,66016.37,42.23
4212,365,ENAMEL WASH BOWL CREAM,#sku_1494,29399.24,15.13
4213,365,6 RIBBONS RUSTIC CHARM,#sku_375,27995.9,7.78
4214,365,DAISY NOTEBOOK ,#sku_2129,18740.49,9.19
4215,365,JUMBO STORAGE BAG SUKI,#sku_77,16967.18,7.79
4216,365,PLASTERS IN TIN SKULLS,#sku_186,14850.3,21.11
4217,365,ROTATING SILVER ANGELS T-LIGHT HLDR,#sku_324,11698.85,17.76
4218,365,DIAMANTE BOW BROOCH GREEN COLOUR,#sku_1496,11532.94,14.99
4219,365,"BATHROOM SCALES, TROPICAL BEACH",#sku_2513,11212.5,30.11
4220,365,GREEN EASTER EGG HUNT START POST,#sku_2866,9829.77,21.23
4221,365,SMALL RED BABUSHKA NOTEBOOK ,#sku_575,9645.74,22.35
4222,365,TRADITIONAL WOODEN SKIPPING ROPE,#sku_189,8669.46,18.8
4223,365,ICE CREAM BUBBLES,#sku_3781,8432.97,24.97
4224,365,BLACK/BLUE POLKADOT UMBRELLA,#sku_159,7296.44,13.31
4225,365,TREASURE TIN BUFFALO BILL ,#sku_3506,7013.09,8.53
4226,365,S/4 PINK FLOWER CANDLES IN BOWL,#sku_2274,5443.39,49.9
4227,365,4 TRADITIONAL SPINNING TOPS,#sku_326,5113.38,13.91
4228,365,SET OF 3 CAKE TINS SKETCHBOOK,#sku_2569,5061.09,-0.62
4229,365,HELLO SAILOR BLUE SOAP HOLDER,#sku_1769,4994.15,20.55
4230,365,DINOSAUR LUNCH BOX WITH CUTLERY,#sku_1445,4716.42,19.3
4231,365,SILVER/NATURAL SHELL NECKLACE,#sku_1785,4656.74,6.58
4232,365,AMAZON FEE,#sku_2213,4299.31,34.08
4233,365,IVORY SHELL HEART NECKLACE,#sku_2544,4233.0,33.08
4234,365,BIRD HOUSE HOT WATER BOTTLE,#sku_222,3861.41,23.29
4235,365,PADS TO MATCH ALL CUSHIONS,#sku_3239,3056.98,16.79
4236,365,GLASS CAKE COVER AND PLATE,#sku_2847,2821.48,50.16
4237,365,SMALL WHITE/PINK ROSE ART FLOWER,#sku_2907,2817.55,17.49
4238,365,BLUE GREEN EMBROIDERY COSMETIC BAG,#sku_1939,2801.15,1.37
4239,365,METAL SIGN TAKE IT OR LEAVE IT ,#sku_246,2739.47,2.28
4240,365,CROCHET WHITE RABBIT KEYRING ,#sku_3200,2658.28,10.03
4241,365,incorrectly put back into stock,#sku_3710,2576.72,26.15
4242,365,THREE CANVAS LUGGAGE TAGS,#sku_514,2185.4,46.12
4243,365,BLACK RECORD COVER FRAME,#sku_530,2046.08,51.09
4244,365,LUNCH BAG DOLLY GIRL DESIGN,#sku_139,1995.21,37.67
4245,365,HANGING JAM JAR T-LIGHT HOLDERS,#sku_3789,1860.76,2.02
4246,365,ASSORTED COLOUR SILK GLASSES CASE,#sku_3166,1731.76,20.56
4247,365,EDWARDIAN PARASOL PINK,#sku_1122,1498.32,15.11
4248,365,VINTAGE POST OFFICE CABINET,#sku_1442,1426.3,11.42
4249,365,3 TIER SWEETHEART GARDEN SHELF,#sku_2403,1366.15,-0.84
4250,365,GOLD WINE GOBLET,#sku_3262,1365.29,39.02
4251,365,DECORATION  PINK CHICK MAGIC GARDEN,#sku_1660,1362.03,0.97
4252,365,SET 10 CARDS MAGICAL TREE 17086,#sku_3878,1149.67,13.25
4253,365,GARDEN PATH NOTEBOOK ,#sku_2400,1122.85,28.75
4254,365,SPACE FROG,#sku_1553,1083.72,19.74
4255,365,HANGING CHICK GREEN DECORATION,#sku_2229,1060.65,1.72
4256,365,BLUE CHENILLE SHAGGY CUSHION COVER ,#sku_2758,1036.75,20.76
4257,365,CRYSTAL CHANDELIER T-LIGHT HOLDER,#sku_3398,999.75,27.51
4258,365,BIRD DECORATION GREEN POLKADOT,#sku_2069,957.7,20.12
4259,365,WRAP BAD HAIR DAY,#sku_3142,951.61,25.05
4260,365,BLUE PUDDING SPOON,#sku_1948,902.87,9.69
4261,365,JADE GREEN ENAMEL HAIR COMB,#sku_2244,899.08,35.15
4262,365,JOY LARGE WOOD LETTERS,#sku_1360,894.8,16.52
4263,365,EMBROIDERED RIBBON REEL DAISY ,#sku_3912,813.3,20.38
4264,365,"FOLK ART GREETING CARD,pack/12",#sku_1747,808.35,31.17
4265,365,LETTER HOLDER HOME SWEET HOME,#sku_3830,754.91,26.02
4266,365,ENGLISH ROSE SPIRIT LEVEL ,#sku_620,741.68,2.08
4267,365,"KEY FOB , BACK DOOR ",#sku_1516,714.83,24.46
4268,365,VINTAGE GLASS COFFEE CADDY,#sku_678,675.9,1.64
4269,365,3 BLACK CATS W HEARTS BLANK CARD,#sku_3775,561.49,27.15
4270,365,6 CHOCOLATE LOVE HEART T-LIGHTS,#sku_1125,548.88,42.89
4271,365,HAND WARMER RED LOVE HEART,#sku_3782,490.93,15.07
4272,365,OYSTER TRINKET BOX,#sku_2466,478.0,15.03
4273,365,PINK GREEN EMBROIDERY COSMETIC BAG,#sku_1938,432.02,2.32
4274,365,SET OF 9 BLACK SKULL BALLOONS,#sku_846,420.33,19.75
4275,365,ANTIQUE GLASS HEART DECORATION ,#sku_747,406.01,23.24
4276,365,EIGHT PIECE SNAKE  SET,#sku_1730,400.9,27.59
4277,365,test,#sku_3855,389.15,14.91
4278,365,wrongly sold (22719) barcode,#sku_3138,368.98,17.36
4279,365,COLUMBIAN CANDLE RECTANGLE,#sku_1466,312.66,2.3
4280,365,SET 12 COLOUR PENCILS LOVE LONDON,#sku_3902,299.52,44.86
4281,365,FRENCH BLUE METAL DOOR SIGN 3,#sku_1061,288.74,18.67
4282,365,BOTANICAL LAVENDER GIFT WRAP ,#sku_2971,275.7,10.49
4283,365,MEMO BOARD COTTAGE DESIGN,#sku_1471,258.81,24.11
4284,365,PING! MICROWAVE PLATE,#sku_2013,222.51,13.05
4285,365,Dotcomgiftshop Gift Voucher £100.00,#sku_3724,194.62,25.56
4286,365,MIRROR MOSAIC GOBLET CANDLE HOLDER,#sku_1657,188.98,9.69
4287,365,HEART BEADED TRELLIS DECORATION,#sku_3244,75.04,21.59
4288,365,ASSORTED COLOURED CIRCLE MOBILE ,#sku_3748,72.7,2.2
4289,365,DRAWER KNOB CRACKLE GLAZE GREEN,#sku_3569,71.56,26.07
4290,365,FRENCH ENAMEL UTENSIL HOLDER,#sku_1691,59.8,24.2
4291,365,AMBER 3 BEAD DROP EARRINGS,#sku_3688,49.43,17.74
4292,365,CARD HOLDER LOVE BIRD LARGE ,#sku_3948,33.94,111.48
4293,365,PURPLE/COPPER HANGING LAMPSHADE,#sku_3031,22.3,28.53
4294,365,LIPSTICK PEN FUSCHIA,#sku_1133,48.76,1.84
4295,365,"WRAP, CAROUSEL",#sku_2801,95.51,28.73
4296,365,JUMBO BAG VINTAGE DOILEY ,#sku_3735,105.39,1.76
4297,365,WRAP BLUE RUSSIAN FOLKART,#sku_2112,108.72,17.67
4298,365,SET OF 5 MINI GROCERY MAGNETS,#sku_3180,175.09,14.96
4299,365,TEA PARTY BIRTHDAY CARD,#sku_1379,262.09,8.27
4300,365,MADRAS NOTEBOOK MEDIUM,#sku_2988,333.75,25.14
4301,365,DOORMAT PEACE ON EARTH BLUE,#sku_690,353.65,16.46
4302,365,SET 6 FOOTBALL CELEBRATION CANDLES,#sku_280,380.68,19.93
4303,365,BABY MOUSE RED GINGHAM DRESS,#sku_3111,403.24,10.57
4304,365,PINK/WHITE GLASS DEMI CHOKER,#sku_2543,429.62,26.03
4305,365,CLASSIC WHITE FRAME,#sku_688,449.95,19.53
4306,365,HOT WATER BOTTLE BABUSHKA ,#sku_275,484.47,34.69
4307,365,CRUK Commission,#sku_3791,506.98,1.98
4308,365,DOORMAT ENGLISH ROSE ,#sku_758,517.17,2.01
4309,365,SET OF 6 FUNKY BEAKERS,#sku_103,551.93,2.25
4310,365,PINK ENAMEL FLOWER HAIR TIE,#sku_2695,556.62,19.61
4311,365,WHITE WITH METAL BAG CHARM,#sku_3652,596.24,65.34
4312,365,CHRISTMAS MUSICAL ZINC HEART ,#sku_1051,628.94,17.83
4313,365,FBA,#sku_3693,629.1,49.0
4314,365,STANDING FAIRY POLE SUPPORT ,#sku_2921,638.71,15.7
4315,365,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",#sku_2100,737.76,30.4
4316,365,ROUND PURPLE CLOCK WITH SUCKER,#sku_3639,777.74,31.56
4317,365,TOADSTOOL BEDSIDE LIGHT ,#sku_3401,801.03,0.9
4318,365,WRAP PAISLEY PARK ,#sku_3691,297.15,-15.04
4319,365,SET OF 60 VINTAGE LEAF CAKE CASES ,#sku_3487,272.42,5.1
4320,365,PURPLE LEAVES AND BEADS PHONE CHAR,#sku_2389,270.56,29.2
4321,365,Manual,#sku_1109,215.77,12.3
4322,365,PANTRY 3 HOOK ROLLING PIN HANGER,#sku_3853,193.27,2.38
4323,365,PARTY INVITES FOOTBALL,#sku_285,152.49,21.71
4324,365,TINY CRYSTAL BRACELET GREEN,#sku_2772,130.55,20.33
4325,365,REVOLVER WOODEN RULER ,#sku_3019,94.88,25.25
4326,365,PINK SPOTS CHOCOLATE NESTING BOXES ,#sku_2634,74.05,117.17
4327,365,CHARLOTTE BAG SUKI DESIGN,#sku_766,51.98,13.5
4328,365,"STRING OF 8 BUTTERFLIES,PINK",#sku_1909,3418.33,-46.16
4329,365,NUMBER TILE VINTAGE FONT 9 ,#sku_2579,3517.5,24.83
4330,365,GIN + TONIC DIET METAL SIGN,#sku_93,3865.75,19.83
4331,365,CREAM SWEETHEART WALL CABINET,#sku_757,4559.28,25.51
4332,365,GLASS BEAD HOOP EARRINGS BLACK,#sku_2279,4598.71,15.14
4333,365,DOORMAT VINTAGE LEAF,#sku_3644,4905.03,43.08
4334,365,DROP DIAMANTE EARRINGS BLACK DIAMON,#sku_2694,5434.49,28.0
4335,365,HEART T-LIGHT HOLDER ,#sku_507,6119.9,16.49
4336,365,RED SPOTTY BISCUIT TIN,#sku_970,6803.56,15.57
4337,365,FROG CANDLE,#sku_1616,8243.3,20.6
4338,365,"ASSORTED FLOWER COLOUR ""LEIS""",#sku_1752,9518.94,18.9
4339,365,POTTING SHED TEA MUG,#sku_1201,13495.88,9.83
4340,365,LUNCH BAG RED SPOTTY,#sku_2875,18183.22,27.34
4341,365,WRAP PINK FAIRY CAKES ,#sku_1492,32381.58,12.14
4342,365,SET 10 LIGHTS NIGHT OWL,#sku_391,33695.28,26.76
4343,365,GOLD STANDING GNOME,#sku_2438,34427.22,14.7
4344,365,SILVER/CRYSTAL DROP EARRINGS W LEAF,#sku_2843,36408.88,-17.29
4345,365,JADE CRYSTAL+GLASS BRACELET,#sku_2833,37954.7,29.33
4346,365,WOVEN ROSE GARDEN CUSHION COVER ,#sku_2427,51026.56,15.39
4347,365,CLEAR CRYSTAL STAR PHONE CHARM,#sku_2386,128035.98,20.65
4348,365,COFFEE SCENT PILLAR CANDLE,#sku_2124,37.81,17.68
4349,365,SET OF 3 WOODEN TREE DECORATIONS,#sku_3519,56.0,21.03
4350,365,SILVER FLOWR PINK SHELL NECKLACE,#sku_3448,77.15,21.75
4351,365,BLUE VICTORIAN FABRIC OVAL BOX,#sku_882,115.08,26.55
4352,365,found some more on shelf,#sku_3581,255.21,15.55
4353,365,BANK ACCOUNT  GREETING  CARD ,#sku_1377,274.74,19.39
4354,365,AMBER DROP EARRINGS W LONG BEADS,#sku_2044,281.68,25.81
4355,365,taig adjust,#sku_3867,300.33,1.83
4356,365,CAKES AND RABBITS DESIGN FLANNEL ,#sku_2067,312.37,13.86
4357,365,BOX OF 24 COCKTAIL PARASOLS,#sku_691,318.61,14.99
4358,365,LARGE IVORY HEART WALL ORGANISER,#sku_3275,322.39,23.88
4359,365,BAKING MOULD CHOCOLATE CUPCAKES,#sku_2298,322.71,23.48
4360,365,EMBROIDERED RIBBON REEL ROSIE,#sku_3911,339.73,1.9
4361,365,TREASURE AHOY WALL ART,#sku_3965,383.79,14.48
4362,365,SPOTTY BUNTING,#sku_3336,394.66,8.96
4363,365,TRAVEL CARD WALLET KEEP CALM,#sku_3017,433.81,31.0
4364,365,APPLE BATH SPONGE,#sku_255,1253.95,1.71
4365,365,ROMANTIC IMAGES NOTEBOOK SET,#sku_760,1168.97,9.67
4366,365,mystery! Only ever imported 1800,#sku_3215,1127.47,5.12
4367,365,FLORAL SOFT CAR TOY,#sku_1161,1017.99,10.19
4368,365,SMALL WHITE HEART OF WICKER,#sku_3514,900.48,21.85
4369,365,VINTAGE KEEPSAKE BOX PARIS DAYS,#sku_762,897.5,1.98
4370,365,PINK MARSHMALLOW SCARF KNITTING KIT,#sku_1124,863.12,27.42
4371,365,3D DOG PICTURE PLAYING CARDS,#sku_538,847.93,26.44
4372,365,TREASURE ISLAND BOOK BOX,#sku_3072,847.78,22.92
4373,365,FLYING PIG WATERING CAN,#sku_1388,813.15,17.01
4374,365,STAR  T-LIGHT HOLDER ,#sku_506,70251.85,30.93
4375,365,FRENCH BLUE METAL DOOR SIGN 9,#sku_1911,36048.14,21.74
4376,365,WOVEN FROST CUSHION COVER,#sku_2024,34004.47,9.63
4377,365,APOTHECARY MEASURING JAR,#sku_3621,15059.7,15.9
4378,365,SET OF 4 NAPKIN CHARMS STARS   ,#sku_570,12510.65,31.36
4379,365,VINTAGE KITCHEN PRINT FRUITS,#sku_1180,11715.73,8.7
4380,365,LOCAL CAFE MUG,#sku_820,10953.35,8.1
4381,365,MULTICOLOUR 3D BALLS GARLAND,#sku_1618,8924.59,18.6
4382,365,PINK POLKADOT KIDS BAG,#sku_2848,7075.7,46.19
4383,365,RIBBON REEL STRIPES DESIGN ,#sku_522,7040.39,36.5
4384,365,SMALL HEART FLOWERS HOOK ,#sku_97,6319.85,54.1
4385,365,CAKE STAND LOVEBIRD 2 TIER WHITE,#sku_1338,6129.44,13.43
4386,365,SET OF 6 T-LIGHTS WEDDING CAKE ,#sku_1458,5993.6,38.83
4387,365,PHOTO CLIP LINE,#sku_87,5155.48,11.0
4388,365,SET/6 RED SPOTTY PAPER PLATES,#sku_66,4549.23,19.83
4389,365,PACK 3 IRON ON DOG PATCHES,#sku_2128,4491.17,15.42
4390,365,SET OF 4 ENGLISH ROSE COASTERS,#sku_234,4214.38,12.15
4391,365,BIRTHDAY BANNER TAPE,#sku_2717,4023.15,11.52
4392,365,BLACK FEATHER CHRISTMAS DECORATION,#sku_3103,3982.38,38.82
4393,365,DONKEY TAIL GAME ,#sku_3573,3955.84,22.34
4394,365,SKULLS PARTY BAG + STICKER SET,#sku_1455,3928.89,17.92
4395,365,PASTEL COLOUR HONEYCOMB FAN,#sku_1177,3916.9,25.12
4396,365,ROSE COTTAGE KEEPSAKE BOX ,#sku_167,3611.11,42.82
4397,365,RED RETROSPOT STORAGE JAR,#sku_2002,3272.56,30.51
4398,365,MIRROR MOSAIC T-LIGHT HOLDER ROUND,#sku_2849,3226.64,21.86
4399,365,CHILDRENS DOLLY GIRL MUG,#sku_653,3224.52,11.74
4400,365,RED GLASS TASSLE BAG CHARM,#sku_338,3211.79,25.82
4401,365,CAKES AND BOWS GIFT  TAPE,#sku_790,3041.27,36.81
4402,365,T-LIGHT HOLDER SWEETHEART HANGING,#sku_2231,2967.29,22.86
4403,365,NECKLACE+BRACELET PINK BUTTERFLY,#sku_2972,2961.15,9.75
4404,365,faulty,#sku_2395,2854.68,25.43
4405,365,12 PENCILS TALL TUBE POSY,#sku_1481,2785.13,25.59
4406,365,VINTAGE KITCHEN PRINT SEAFOOD,#sku_1181,2674.29,13.15
4407,365,CHOC TRUFFLE GOLD TRINKET POT ,#sku_804,2615.77,30.25
4408,365,LARGE MEDINA STAMPED METAL BOWL ,#sku_1875,2357.12,27.68
4409,365,GLASS APOTHECARY BOTTLE TONIC,#sku_3572,2310.47,16.47
4410,365,SMALL PARISIENNE HEART PHOTO FRAME ,#sku_3393,1942.86,26.93
4411,365,CHERUB HEART DECORATION SILVER ,#sku_3476,1833.36,17.12
4412,365,ORIGAMI LAVENDER INCENSE/CANDL SET ,#sku_978,1594.51,9.32
4413,365,BLUE CIRCLES DESIGN MONKEY DOLL,#sku_1778,1571.69,16.33
4414,365,MONEY BOX BISCUITS DESIGN,#sku_1227,1557.32,12.28
4415,365,FLAMES SUNGLASSES PINK LENSES,#sku_2919,1555.05,38.7
4416,365,CHERRY BLOSSOM LUGGAGE TAG,#sku_1158,1487.2,17.51
4417,365,CHILDRENS APRON APPLES DESIGN,#sku_1251,1451.56,48.64
4418,365,RETROSPOT CIGAR BOX MATCHES ,#sku_261,1419.85,16.91
4419,365,LARGE ROUND CUTGLASS CANDLESTICK,#sku_2737,1340.68,18.64
4420,365,CIRCUS PARADE BABY GIFT SET,#sku_3125,1279.8,-6.02
4421,365,CHILDRENS SPACEBOY MUG,#sku_1127,1260.82,11.0
4422,365,PINK CREAM FELT CRAFT TRINKET BOX ,#sku_607,1256.45,20.54
4423,365,SET OF 3 PINK FLYING DUCKS,#sku_2460,1246.28,35.98
4424,365,GARDENERS KNEELING PAD,#sku_2252,1238.97,7.84
4425,365,DECORATIVE WICKER HEART MEDIUM,#sku_3749,1223.37,18.42
4426,365,SET 8 CANDLES VINTAGE DOILY,#sku_3744,1149.97,49.79
4427,365,PINK FLOWER CROCHET FOOD COVER,#sku_1483,1103.79,17.17
4428,365,GREEN CAT FLORAL CUSHION COVER ,#sku_1163,1101.28,14.37
4429,365,SILVER DISCO HANDBAG,#sku_2653,1004.58,10.07
4430,365,RIBBON REEL POLKADOTS ,#sku_808,915.76,2.23
4431,365,LUNCH BAG PINK POLKADOT,#sku_268,841.57,1.73
4432,365,BEADED LOVE HEART JEWELLERY SET,#sku_1844,812.16,38.17
4433,365,BOTANICAL LAVENDER BIRTHDAY CARD,#sku_1570,761.34,47.34
4434,365,LUNCH BAG WOODLAND,#sku_267,738.56,21.45
4435,365,PINK UNION JACK  LUGGAGE TAG,#sku_351,683.99,1.19
4436,365,HYACINTH BULB T-LIGHT CANDLES,#sku_460,641.92,15.83
4437,365,HAND OPEN SHAPE DECO.WHITE,#sku_1992,631.02,17.71
4438,365,DANISH ROSE ROUND SEWING BOX,#sku_1837,603.66,21.09
4439,365,KNITTED RABBIT DOLL ,#sku_1738,588.86,2.1
4440,365,CROCHET ROSE DES CLOTHES HANGER,#sku_3109,546.62,7.47
4441,365,BINGO SET,#sku_791,546.28,43.75
4442,365,CALENDAR FAMILY FAVOURITES,#sku_2219,500.39,30.42
